hospital_clean,medical_condition,total_admissions,average_billing
"macdonald sanchez and english,",Obesity,2,46248.989828933314
"macdonald stephens becker, and",Diabetes,1,48073.53755283287
macdonald-allen,Arthritis,1,30812.68865139624
macdonald-gomez,Cancer,1,19194.645107825017
macdonald-jackson,Obesity,1,23956.59375585586
macdonald-johnson,Cancer,1,50218.087641226026
macdonald-jones,Hypertension,1,2129.440094025751
macdonald-phillips,Hypertension,1,47774.95184078659
macdonald-randolph,Obesity,1,39119.11898804078
macdonald-wallace,Arthritis,1,24019.8847091012
macdonald-weaver,Cancer,2,37836.75202832387
macdonald-white,Hypertension,2,45549.686934543424
"macias and cardenas oliver,",Cancer,1,33374.883275344124
"macias and perez thompson,",Asthma,1,27601.032417399376
"macias and solis lynch,",Asthma,1,22791.46113376569
macias and sons,Hypertension,1,21638.226934986586
"macias brooks hanson, and",Obesity,2,6036.820762789375
macias group,Arthritis,1,35273.80532999707
macias group,Obesity,1,27353.076330098604
macias llc,Diabetes,1,22591.544221747685
macias ltd,Obesity,1,45481.97608074664
"macias lynn, and cook",Arthritis,1,49431.92578381769
"macias, nelson lewis and",Hypertension,1,36679.19389911954
macias-allen,Hypertension,1,13505.353290525432
macias-garcia,Diabetes,1,32958.39006180868
macias-hall,Arthritis,1,5534.707997752045
macias-hoffman,Asthma,1,22830.167178743064
macias-martin,Asthma,1,5356.97167197909
macias-murray,Cancer,1,28994.27111152306
macias-ross,Cancer,1,39448.913200269366
macias-wiley,Asthma,1,42477.679322549375
"mack and stephenson, moore",Hypertension,1,43767.26263476296
"mack logan and potter,",Cancer,1,48528.25467486946
"mack salazar anderson, and",Asthma,1,36504.60799101909
mack sons and,Arthritis,1,47524.32236476356
"mack, walton and rogers",Asthma,1,10349.124508493664
"mack, wilson and fowler",Arthritis,1,37879.97903164024
mack-carroll,Cancer,2,14454.052304448884
mack-logan,Arthritis,1,39039.482953115046
mack-lopez,Cancer,1,34598.37582277431
mack-ortega,Obesity,1,42365.5279755834
mack-stephens,Cancer,1,19053.14016602069
mack-stevenson,Hypertension,1,30607.10799074401
mack-white,Asthma,1,5486.207101480925
"madden and green, mann",Diabetes,2,32944.79998725393
"madden and jones gross,",Cancer,1,29036.655587315407
madden and sons,Asthma,1,13592.341006739724
madden inc,Diabetes,1,4146.326129021119
madden inc,Obesity,1,39186.76858446011
madden llc,Asthma,1,48914.6459530843
madden ltd,Diabetes,1,21832.91046909449
madden plc,Obesity,1,4485.79070061558
madden sons and,Hypertension,1,3249.4336577501235
"madden, burns gilbert and",Asthma,1,13041.554972581744
madden-nunez,Asthma,1,1579.0370102164302
madden-pace,Arthritis,1,4393.389734520144
madden-pope,Arthritis,1,45342.05217131906
madden-white,Obesity,1,32703.83041992631
"maddox craig, ashley and",Obesity,1,46223.23513340469
"maddox fitzgerald, and collins",Hypertension,1,23052.821731095835
"maddox flores, wallace and",Asthma,1,28940.2634194252
maddox group,Arthritis,1,12824.396233799276
maddox ltd,Diabetes,1,21749.331582196173
"maddox, and thomas conner",Arthritis,1,25033.85759972025
"maddox, ayala and shannon",Cancer,1,8107.014373549153
maddox-adams,Arthritis,1,21491.7055918902
maddox-beasley,Hypertension,1,45897.76593965066
maddox-bryan,Arthritis,1,10914.757469821048
maddox-harding,Obesity,2,29831.64771124472
maddox-moran,Asthma,2,42590.05146422395
maddox-sanchez,Obesity,1,29844.494307471705
"mahoney campbell and jenkins,",Arthritis,2,12988.94070131544
mahoney group,Arthritis,1,3602.13197699226
mahoney ltd,Hypertension,1,50262.419293412175
"mahoney watson, cooper and",Arthritis,2,47241.91478981085
mahoney-cooper,Asthma,1,15522.63741263111
mahoney-fischer,Cancer,1,48162.9645746717
mahoney-howell,Asthma,1,20445.91329156423
mahoney-mendoza,Asthma,1,5320.305187364416
mahoney-williams,Hypertension,1,28400.081583913787
"maldonado and alvarado, orozco",Arthritis,1,37106.48340507825
"maldonado and obrien miller,",Diabetes,1,15633.180260936557
maldonado and sons,Hypertension,1,26711.94708786516
"maldonado anderson and adkins,",Asthma,1,6539.760332212727
"maldonado barrett harris, and",Diabetes,1,49003.870706760754
maldonado group,Cancer,1,-198.2838063904273
maldonado inc,Diabetes,1,20534.43224991576
"maldonado kelly lewis, and",Arthritis,1,13905.202464245962
maldonado ltd,Arthritis,1,30415.83207187491
"maldonado miller everett, and",Asthma,1,9787.674827259092
maldonado plc,Asthma,1,3553.414812411787
"maldonado sanchez, charles and",Asthma,1,48655.57360858193
"maldonado stein, knapp and",Obesity,1,19799.300553718684
"maldonado, allen and parrish",Diabetes,1,35600.13577955024
"maldonado, johnson lucas and",Asthma,1,10225.327945886149
"maldonado, lynch and warren",Diabetes,1,47702.88807937506
"maldonado, williams taylor and",Asthma,1,24757.703351225377
maldonado-anderson,Hypertension,1,14321.848043601018
maldonado-bryan,Asthma,1,49528.68631964937
maldonado-clark,Obesity,1,40016.97250263373
maldonado-davis,Hypertension,1,14878.214117480102
maldonado-fisher,Asthma,1,35959.21693094286
maldonado-griffin,Obesity,1,45144.4738101208
maldonado-hill,Diabetes,1,44082.01256449696
maldonado-mason,Cancer,1,26860.400387268408
maldonado-moody,Hypertension,1,7734.584819899656
maldonado-walker,Arthritis,1,41532.67448087593
maldonado-white,Obesity,1,31484.41349196313
maldonado-williams,Asthma,2,3430.28980499472
maldonado-woodard,Cancer,1,20280.995355671737
"malone and foster, page",Asthma,1,16168.684238887548
"malone and hancock, ryan",Hypertension,1,17556.773599786266
"malone and mckenzie, rose",Obesity,1,18378.623889799142
"malone and robinson patterson,",Diabetes,1,5618.669339982729
"malone gonzalez, and ramos",Obesity,1,10389.024112421872
malone group,Asthma,1,8063.3022073370175
"malone johnson salazar, and",Cancer,1,39225.60690236968
malone llc,Diabetes,2,43707.1792421982
malone llc,Hypertension,1,41593.66119923774
malone ltd,Obesity,2,8128.932063527674
malone plc,Hypertension,1,784.8400339486171
malone plc,Obesity,2,37990.74688008177
"malone shaw and flores,",Asthma,1,23094.29854750513
"malone simmons and collins,",Hypertension,1,10451.162518664558
"malone thomas, and sanchez",Arthritis,1,10695.73092961003
"malone webb and knight,",Arthritis,1,1811.9637640924448
"malone, love cook and",Asthma,1,44633.051907488574
"malone, salinas powell and",Diabetes,1,3495.4413716978506
malone-castillo,Diabetes,1,34684.067979118954
malone-khan,Asthma,2,44682.94052453203
malone-lee,Cancer,1,23701.14433665363
malone-mcdowell,Cancer,1,35300.96595113241
malone-mitchell,Hypertension,1,48887.31593422624
malone-oconnell,Obesity,1,46500.804751562406
malone-stout,Asthma,1,39828.84354815885
malone-torres,Cancer,1,13850.957632174794
malone-wright,Obesity,1,28155.989514593017
"mann allen and bush,",Arthritis,1,26691.16860697681
"mann allen, and tucker",Cancer,1,35189.190572685155
"mann chang, khan and",Arthritis,1,46059.12757212362
"mann freeman cox, and",Obesity,1,48211.47457307809
mann inc,Arthritis,1,17024.376665527132
"mann knox silva, and",Cancer,1,5393.593136252724
mann ltd,Hypertension,1,40067.982318659495
mann ltd,Obesity,1,16909.776410999097
"mann mcgee garcia, and",Arthritis,1,18776.29083791054
"mann nguyen, brown and",Hypertension,2,27186.546375909424
mann plc,Hypertension,1,28777.36885299485
mann sons and,Hypertension,1,19229.432535227526
"mann, burton king and",Cancer,2,37012.04589364616
"mann, lee martinez and",Arthritis,1,11075.268520628932
"mann, morris knapp and",Obesity,1,30499.434857709137
"mann, wells and hudson",Arthritis,1,48201.024934385176
mann-adams,Obesity,1,18263.823441996585
mann-duncan,Obesity,1,32132.80025919912
mann-gomez,Asthma,1,20064.798985831687
mann-lang,Asthma,1,29684.466484473025
mann-miller,Diabetes,1,33198.90948362553
mann-munoz,Hypertension,1,35735.41206125037
mann-soto,Obesity,1,32825.41733774414
mann-wheeler,Cancer,1,27355.36749949134
mann-williams,Hypertension,1,46224.82210791855
mann-wood,Diabetes,1,37309.84847519371
"manning and barber, thompson",Diabetes,1,16032.200053904651
"manning and cochran, zhang",Hypertension,1,17298.29814028288
"manning and johnston, roberson",Obesity,1,35884.63483923204
"manning brown and johnson,",Asthma,1,36827.429912199135
manning inc,Asthma,1,39348.870588042286
"manning jackson, and brown",Hypertension,1,17424.477070612975
manning llc,Arthritis,1,30424.79465139287
manning ltd,Asthma,1,13383.622780770156
manning ltd,Diabetes,1,26324.575728919663
manning plc,Asthma,1,11042.4668620196
manning plc,Cancer,1,50278.96411204538
manning-anderson,Arthritis,1,47013.58891985673
manning-blair,Asthma,1,34368.891632367384
manning-compton,Asthma,1,10110.917673520413
manning-jones,Asthma,1,30884.158085863528
manning-rosales,Cancer,1,37354.64874399491
manning-shepard,Hypertension,1,8052.9105438528895
manning-wilson,Obesity,1,7455.089879460087
manning-wright,Obesity,2,1679.0650709169388
"marks and johnson howell,",Diabetes,1,43903.4366042832
marks group,Obesity,1,49025.6301636311
marks inc,Arthritis,1,33744.67716566996
marks llc,Cancer,1,17755.74310218368
marks ltd,Hypertension,2,43210.05824704524
marks sons and,Asthma,1,43609.1833164567
"marks williams, bates and",Obesity,1,39149.47164581117
"marks, and vazquez jenkins",Hypertension,1,34777.80970699018
"marks, cowan and everett",Arthritis,1,9260.268312813376
"marks, hensley sanchez and",Cancer,1,2307.720028232259
marks-graham,Hypertension,1,23172.95965800337
marks-jacobs,Diabetes,1,24196.78175302328
marks-knight,Obesity,1,27524.462925834097
marks-lucas,Diabetes,1,13237.44911831338
marks-miller,Diabetes,1,45262.28871801082
marks-patrick,Obesity,1,14291.452349150602
marks-reeves,Cancer,1,20975.32963220634
marks-stark,Asthma,1,3579.145125147448
marks-williams,Cancer,2,21897.260454482443
"marquez and adams, newman",Hypertension,1,21212.29217388209
"marquez and goodman, price",Obesity,1,24764.4827732737
"marquez and lopez ruiz,",Asthma,1,46739.40258907527
"marquez and orr butler,",Obesity,1,2968.188845414942
"marquez brown, and davis",Asthma,1,19823.258895106923
"marquez bryant, miller and",Asthma,1,42896.55209816268
"marquez daniels rodriguez, and",Diabetes,1,39582.43614998288
marquez inc,Asthma,1,45349.4196028397
marquez inc,Cancer,1,16967.330159365134
marquez llc,Obesity,1,22163.08576826591
marquez ltd,Arthritis,1,28479.861528286085
"marquez nelson, and blake",Hypertension,1,33927.866714236035
marquez plc,Hypertension,1,24639.44261371969
"marquez richards noble, and",Hypertension,1,7271.197356628609
"marquez smith, and chan",Hypertension,1,8372.955929033269
"marquez watson moore, and",Cancer,1,24225.2314996372
"marquez webster, warner and",Cancer,1,24443.93188480936
"marquez, nash and lewis",Hypertension,1,16696.767575543723
"marquez, rodriguez may and",Cancer,1,13972.312940647347
marquez-davis,Obesity,1,45172.58336186256
marquez-green,Asthma,1,4952.018984093201
marquez-hahn,Diabetes,1,6319.162663736397
marquez-hatfield,Diabetes,1,29797.364859071487
marquez-jackson,Asthma,1,14127.525494056734
marquez-kaiser,Cancer,1,3082.352850712084
marquez-mendoza,Cancer,1,36516.07881542318
marquez-mueller,Hypertension,2,48258.87357116765
marquez-ramsey,Cancer,1,41885.77155594139
marquez-santiago,Obesity,1,38403.01105645475
marquez-wells,Asthma,1,24620.77107526951
marsh inc,Hypertension,1,4675.799697167778
"marsh johnston, weber and",Asthma,1,32551.72088592716
marsh llc,Asthma,1,24210.03436970413
marsh ltd,Diabetes,2,48765.79553670381
marsh ltd,Obesity,1,20831.83263590861
"marsh michael odom, and",Diabetes,1,28317.3680897492
marsh plc,Arthritis,1,22251.98992506101
marsh plc,Diabetes,1,24023.76224178314
"marsh, and carlson butler",Cancer,1,12502.474630616154
"marsh, lee and murphy",Diabetes,1,37657.37630244128
marsh-adams,Diabetes,1,49951.86719319704
marsh-dickerson,Asthma,1,6607.626377539742
marsh-hutchinson,Hypertension,1,16610.18570802413
marsh-sutton,Arthritis,1,18565.547156959547
marsh-tran,Diabetes,1,24304.24485705357
"marshall and contreras garcia,",Cancer,1,30404.61389051341
"marshall and middleton ray,",Hypertension,1,28240.66722207211
"marshall and santiago, smith",Obesity,1,6736.053913417736
"marshall and williamson, fleming",Obesity,1,17754.573303972385
"marshall evans and andrews,",Hypertension,1,36514.26351614364
marshall group,Asthma,2,20226.44589885704
marshall group,Diabetes,2,49789.41212286746
marshall group,Obesity,1,27761.23224359979
"marshall hall, and hanson",Cancer,1,3114.80414775958
"marshall harris jackson, and",Cancer,1,7307.174804119391
"marshall holden and small,",Arthritis,1,22249.958373295434
marshall inc,Asthma,1,22318.1541514767
marshall inc,Obesity,1,37992.88102440469
"marshall kim vasquez, and",Hypertension,1,41032.35760292686
marshall llc,Cancer,1,27278.2368852241
marshall llc,Diabetes,1,11958.431776785916
marshall llc,Hypertension,1,28699.6720540324
marshall ltd,Arthritis,1,36132.85328211698
"marshall mills and combs,",Obesity,1,731.0911073387658
"marshall myers and lara,",Obesity,1,48521.52141675162
"marshall perkins and coffey,",Obesity,1,46558.06247746206
marshall plc,Cancer,3,19247.442272120785
marshall plc,Diabetes,1,43743.68943247065
marshall plc,Hypertension,1,5450.087328246511
"marshall ramirez, vega and",Cancer,1,47748.12987144636
"marshall soto sanchez, and",Diabetes,1,15910.705367915018
"marshall wiggins, williams and",Asthma,1,33558.938350423894
"marshall, and cline kemp",Arthritis,1,4073.615613880923
"marshall, and ewing torres",Arthritis,2,21920.120465909466
"marshall, and koch harper",Cancer,1,13643.730851835093
"marshall, peterson and hickman",Hypertension,2,5517.837739585247
"marshall, solis kaiser and",Asthma,1,44418.22202202957
marshall-adams,Cancer,2,20570.50980994929
marshall-bauer,Arthritis,1,34877.550512763875
marshall-beltran,Hypertension,1,22038.15714582714
marshall-case,Diabetes,2,46087.19257375552
marshall-casey,Cancer,1,44245.5846303866
marshall-johnson,Obesity,1,26610.209151773648
marshall-jordan,Hypertension,1,47186.14465682126
marshall-lewis,Hypertension,1,13761.807370708708
marshall-mann,Arthritis,1,39292.3519115021
marshall-miles,Arthritis,1,16148.02596222804
marshall-nguyen,Obesity,2,16691.740690734034
marshall-nichols,Obesity,1,14072.048079579108
marshall-noble,Asthma,2,28777.081210110216
marshall-robinson,Obesity,2,37165.09235449017
marshall-smith,Asthma,1,37148.85320940756
marshall-smith,Obesity,1,28463.86098527085
marshall-stewart,Hypertension,1,22808.69152696356
marshall-tapia,Hypertension,1,15340.954778185263
marshall-taylor,Asthma,2,4574.871421237675
marshall-walker,Hypertension,1,49713.59628100792
marshall-woodard,Arthritis,1,19492.498098167
"martin allen, and nelson",Asthma,1,11746.836510164434
"martin and barker reid,",Diabetes,1,5052.151640957956
"martin and boyd bradley,",Obesity,1,11751.938384605082
"martin and brown stokes,",Hypertension,1,46727.08799066796
"martin and brown, hubbard",Hypertension,1,27713.551997301907
"martin and cunningham white,",Arthritis,1,19606.44882220777
"martin and evans, pratt",Cancer,1,29905.13927648736
"martin and ferguson andrade,",Obesity,2,29847.43419299033
"martin and fletcher, hoffman",Cancer,1,7396.176022884359
"martin and johnson, ballard",Arthritis,1,19641.069799679302
"martin and jones, martin",Arthritis,1,50174.0007704916
"martin and kelly winters,",Cancer,1,26759.99668537844
"martin and nguyen gomez,",Hypertension,2,19422.80256141728
"martin and petty, gibbs",Cancer,1,7413.069938452808
"martin and reed whitney,",Hypertension,1,3813.56879480885
"martin and romero, fox",Arthritis,1,35049.32726890454
"martin and schneider myers,",Cancer,1,6674.82526485911
"martin and snyder brown,",Obesity,1,22164.34712746519
martin and sons,Arthritis,1,14381.153291910272
martin and sons,Hypertension,1,27711.7791784276
"martin and thomas eaton,",Cancer,2,5381.577520838017
"martin chaney, and chase",Asthma,1,33665.19756539342
"martin chapman, lindsey and",Diabetes,1,16491.879930667958
"martin choi and kelley,",Asthma,1,10073.408295902513
"martin curry, jordan and",Arthritis,1,46561.99026294923
"martin davidson, and olson",Arthritis,1,42817.363417602486
"martin fischer johnson, and",Asthma,1,18116.183785266807
"martin gonzalez, cantrell and",Asthma,1,16881.153227528448
martin group,Asthma,2,40250.64566497911
martin group,Cancer,2,21750.160846528965
martin group,Diabetes,2,30115.436004803363
martin group,Hypertension,5,22172.387400997723
martin group,Obesity,1,48248.52013358611
"martin hall and stark,",Obesity,1,17755.46384380064
"martin hall, and nunez",Diabetes,1,32795.96936368588
martin inc,Arthritis,3,27698.158712554272
martin inc,Cancer,2,28245.033017736383
martin inc,Diabetes,7,31035.458900951107
martin inc,Hypertension,2,22232.717602010525
martin inc,Obesity,2,22546.634842755007
"martin jefferson smith, and",Diabetes,1,7914.821930901022
"martin jimenez, and cantu",Obesity,1,13377.829773855608
"martin joseph snyder, and",Obesity,2,38932.110243577976
"martin keith boyd, and",Obesity,1,7245.144736661599
"martin keller, hernandez and",Obesity,1,9081.020283725897
martin llc,Arthritis,3,22824.692774313215
martin llc,Asthma,1,29831.51573909348
martin llc,Diabetes,1,8695.90842779683
martin llc,Hypertension,4,28030.315938451018
martin llc,Obesity,1,22545.16864662597
"martin long, and travis",Cancer,2,32125.595803075423
martin ltd,Cancer,1,44303.89034067435
martin ltd,Diabetes,2,31357.542140784524
martin ltd,Hypertension,6,15095.900366054055
"martin marshall, kelly and",Asthma,1,46547.473246603855
"martin martinez, brown and",Arthritis,1,29210.93460891396
"martin mcdonald, and shah",Asthma,1,43011.35670961311
"martin mitchell, and williams",Obesity,1,47395.50553572444
"martin neal rasmussen, and",Obesity,1,18833.1024883658
"martin oconnor, and smith",Diabetes,1,36776.01574559335
"martin olson, and johnson",Arthritis,1,33310.60730488675
"martin park watson, and",Cancer,1,4919.377420172072
"martin phillips glover, and",Hypertension,1,40541.25876336848
"martin pitts, henderson and",Hypertension,1,10649.819126333015
martin plc,Arthritis,1,29279.79431370096
martin plc,Asthma,2,30572.723528569106
martin plc,Cancer,3,41231.29473401581
martin plc,Diabetes,2,14407.691888727142
martin plc,Hypertension,1,25757.474905085423
martin plc,Obesity,2,34531.321697392974
"martin potter and underwood,",Hypertension,1,5197.743563066282
"martin reed and miller,",Hypertension,1,48064.4347889712
"martin robinson, and rodriguez",Diabetes,2,6966.7623357205
"martin rodriguez, richardson and",Cancer,1,11162.425018145968
"martin romero, and costa",Hypertension,1,44462.418597816526
"martin salazar, hunt and",Obesity,1,34106.97809635768
"martin silva mays, and",Hypertension,1,12563.58678037187
"martin smith, and beard",Obesity,1,12963.800591301357
"martin smith, and blackwell",Diabetes,1,25293.866024622235
martin sons and,Asthma,1,32180.903086458595
martin sons and,Hypertension,1,49630.67477990622
"martin stone and davis,",Asthma,1,20751.053227969434
"martin taylor johnson, and",Obesity,1,8196.565286628058
"martin thomas cervantes, and",Asthma,1,41233.85613626447
"martin thomas, and gibbs",Diabetes,1,25018.150162351667
"martin thornton, pineda and",Obesity,1,3731.593138681652
"martin walters, and phillips",Obesity,1,22003.11247584964
"martin walton and zimmerman,",Arthritis,1,22386.34028785108
"martin weeks bush, and",Diabetes,1,25271.87478129913
"martin, and cox smith",Asthma,1,48876.70573562613
"martin, and erickson taylor",Asthma,1,36177.57025563504
"martin, and hernandez young",Arthritis,1,24175.66187508289
